instancia,artista,t_lineal,t_binaria
13,Artista_0,0.013524,0.000779
13,Artista_20,0.025426,0.000898
13,Artista_40,0.025079,0.000809
13,Artista_61,0.024863,0.000879
13,Artista_80,0.024705,0.000669
14,Artista_0,0.013611,0.000765
14,Artista_20,0.024796,0.000864
14,Artista_40,0.024631,0.000682
14,Artista_61,0.025140,0.000767
14,Artista_80,0.025808,0.000746
15,Artista_0,0.013652,0.000847
15,Artista_20,0.024624,0.000810
15,Artista_40,0.024793,0.000804
15,Artista_61,0.024838,0.000699
15,Artista_80,0.024736,0.001054
16,Artista_0,0.013759,0.000807
16,Artista_20,0.024611,0.000849
16,Artista_40,0.025170,0.001027
16,Artista_61,0.025255,0.001016
16,Artista_80,0.024146,0.000568
17,Artista_0,0.014236,0.000843
17,Artista_20,0.024422,0.000659
17,Artista_40,0.024460,0.000778
17,Artista_61,0.024915,0.000685
17,Artista_80,0.024892,0.000607
18,Artista_0,0.014007,0.001041
18,Artista_20,0.024892,0.000742
18,Artista_40,0.024292,0.000695
18,Artista_61,0.024959,0.000979
18,Artista_80,0.025181,0.000600
19,Artista_0,0.013597,0.000802
19,Artista_20,0.024759,0.000916
19,Artista_40,0.024950,0.000778
19,Artista_61,0.025211,0.001062
19,Artista_80,0.025003,0.000751
20,Artista_0,0.013996,0.000875
20,Artista_20,0.024697,0.000666
20,Artista_40,0.024781,0.000746
20,Artista_61,0.024708,0.000788
20,Artista_80,0.024508,0.000950
21,Artista_0,0.013755,0.000856
21,Artista_20,0.024811,0.000907
21,Artista_40,0.025273,0.000819
21,Artista_61,0.037234,0.000924
21,Artista_80,0.037389,0.000846
22,Artista_0,0.013924,0.000997
22,Artista_20,0.024729,0.000806
22,Artista_40,0.024639,0.000653
22,Artista_61,0.025118,0.000836
22,Artista_80,0.025167,0.000745
23,Artista_0,0.013297,0.000654
23,Artista_20,0.024360,0.000755
23,Artista_40,0.024283,0.000973
23,Artista_61,0.024402,0.000687
23,Artista_80,0.024830,0.000693
24,Artista_0,0.013648,0.000800
24,Artista_20,0.024760,0.000641
24,Artista_40,0.025541,0.000716
24,Artista_61,0.024709,0.000784
24,Artista_80,0.024259,0.000592
25,Artista_0,0.013224,0.000673
25,Artista_20,0.024512,0.000758
25,Artista_40,0.024526,0.000720
25,Artista_61,0.025017,0.000723
25,Artista_80,0.024887,0.000842
26,Artista_0,0.013583,0.000849
26,Artista_20,0.025610,0.000890
26,Artista_40,0.024898,0.000940
26,Artista_61,0.025049,0.000741
26,Artista_80,0.025540,0.000679
27,Artista_0,0.013457,0.000864
27,Artista_20,0.024661,0.000641
27,Artista_40,0.025472,0.000782
27,Artista_61,0.024620,0.000747
27,Artista_80,0.024816,0.000817
28,Artista_0,0.013929,0.000956
28,Artista_20,0.025043,0.000784
28,Artista_40,0.024754,0.000911
28,Artista_61,0.024392,0.000721
28,Artista_80,0.024657,0.000759
29,Artista_0,0.013609,0.000731
29,Artista_20,0.024459,0.000686
29,Artista_40,0.025434,0.000809
29,Artista_61,0.024420,0.000751
29,Artista_80,0.025133,0.000786
30,Artista_0,0.013853,0.000841
30,Artista_20,0.025070,0.000853
30,Artista_40,0.024947,0.000688
30,Artista_61,0.024801,0.000770
30,Artista_80,0.024835,0.000911
31,Artista_0,0.014721,0.000894
31,Artista_20,0.024507,0.000742
31,Artista_40,0.024244,0.000712
31,Artista_61,0.025021,0.000938
31,Artista_80,0.024546,0.000711
32,Artista_0,0.013519,0.000809
32,Artista_20,0.024387,0.000639
32,Artista_40,0.024432,0.000914
32,Artista_61,0.024857,0.000738
32,Artista_80,0.024526,0.000684
33,Artista_0,0.013914,0.000740
33,Artista_20,0.024122,0.000751
33,Artista_40,0.025176,0.000935
33,Artista_61,0.024651,0.000785
33,Artista_80,0.024580,0.000802
34,Artista_0,0.013867,0.000820
34,Artista_20,0.025125,0.000713
34,Artista_40,0.025036,0.000613
34,Artista_61,0.024462,0.000657
34,Artista_80,0.024119,0.000739
35,Artista_0,0.013819,0.000800
35,Artista_20,0.025006,0.000770
35,Artista_40,0.024450,0.000677
35,Artista_61,0.024728,0.000809
35,Artista_80,0.024740,0.000995
36,Artista_0,0.014729,0.000947
36,Artista_20,0.024739,0.001152
36,Artista_40,0.024453,0.000657
36,Artista_61,0.025141,0.000753
36,Artista_80,0.024241,0.000623
37,Artista_0,0.013415,0.000666
37,Artista_20,0.024111,0.000774
37,Artista_40,0.024030,0.000788
37,Artista_61,0.025488,0.000864
37,Artista_80,0.023952,0.000759
38,Artista_0,0.013372,0.000776
38,Artista_20,0.024498,0.000813
38,Artista_40,0.024424,0.000686
38,Artista_61,0.024446,0.000845
38,Artista_80,0.024722,0.000688
39,Artista_0,0.013796,0.000887
39,Artista_20,0.029705,0.000793
39,Artista_40,0.030511,0.000739
39,Artista_61,0.029376,0.000768
39,Artista_80,0.029786,0.000567
40,Artista_0,0.014044,0.000798
40,Artista_20,0.025427,0.000889
40,Artista_40,0.025189,0.000680
40,Artista_61,0.025085,0.000678
40,Artista_80,0.025729,0.000803
41,Artista_0,0.013974,0.000746
41,Artista_20,0.025430,0.000667
41,Artista_40,0.025118,0.000838
41,Artista_61,0.024946,0.000759
41,Artista_80,0.024554,0.000767
42,Artista_0,0.013209,0.000889
42,Artista_20,0.024411,0.000778
42,Artista_40,0.025667,0.000956
42,Artista_61,0.023971,0.000609
42,Artista_80,0.024544,0.000777
43,Artista_0,0.013658,0.000766
43,Artista_20,0.025445,0.000828
43,Artista_40,0.025765,0.000780
43,Artista_61,0.025162,0.000796
43,Artista_80,0.025034,0.000617
44,Artista_0,0.014432,0.000992
44,Artista_20,0.024856,0.000841
44,Artista_40,0.024715,0.000580
44,Artista_61,0.025108,0.000727
44,Artista_80,0.024720,0.000705
45,Artista_0,0.013558,0.000669
45,Artista_20,0.026117,0.000971
45,Artista_40,0.026380,0.000780
45,Artista_61,0.025739,0.000766
45,Artista_80,0.025957,0.000888
46,Artista_0,0.013864,0.000653
46,Artista_20,0.024775,0.000952
46,Artista_40,0.025272,0.000792
46,Artista_61,0.025225,0.000815
46,Artista_80,0.024950,0.000722
47,Artista_0,0.013697,0.000804
47,Artista_20,0.024750,0.000838
47,Artista_40,0.025205,0.000616
47,Artista_61,0.024718,0.000623
47,Artista_80,0.024464,0.000786
48,Artista_0,0.013586,0.000639
48,Artista_20,0.024935,0.001014
48,Artista_40,0.024539,0.000624
48,Artista_61,0.025057,0.000669
48,Artista_80,0.025125,0.001005
49,Artista_0,0.013949,0.000693
49,Artista_20,0.024851,0.000825
49,Artista_40,0.025298,0.000826
49,Artista_61,0.024882,0.000844
49,Artista_80,0.024941,0.000834
50,Artista_0,0.013856,0.000683
50,Artista_20,0.024520,0.000636
50,Artista_40,0.024586,0.000729
50,Artista_61,0.025464,0.000728
50,Artista_80,0.024409,0.000791
51,Artista_0,0.013516,0.000744
51,Artista_20,0.024691,0.001021
51,Artista_40,0.025299,0.000664
51,Artista_61,0.025189,0.000669
51,Artista_80,0.025061,0.000829
52,Artista_0,0.014148,0.000842
52,Artista_20,0.026059,0.000790
52,Artista_40,0.025073,0.000860
52,Artista_61,0.025127,0.000843
52,Artista_80,0.025090,0.000603
53,Artista_0,0.013361,0.000631
53,Artista_20,0.024853,0.000727
53,Artista_40,0.024797,0.000836
53,Artista_61,0.024819,0.000756
53,Artista_80,0.025491,0.000794
54,Artista_0,0.013587,0.000673
54,Artista_20,0.024070,0.000726
54,Artista_40,0.024748,0.001016
54,Artista_61,0.024689,0.000759
54,Artista_80,0.025211,0.000725
55,Artista_0,0.013999,0.000922
55,Artista_20,0.024398,0.000674
55,Artista_40,0.024795,0.000753
55,Artista_61,0.025166,0.000885
55,Artista_80,0.025128,0.000845
56,Artista_0,0.013624,0.000681
56,Artista_20,0.024688,0.000796
56,Artista_40,0.024599,0.000886
56,Artista_61,0.024270,0.000648
56,Artista_80,0.027355,0.000741
57,Artista_0,0.013859,0.000739
57,Artista_20,0.025531,0.000895
57,Artista_40,0.024974,0.000722
57,Artista_61,0.025176,0.000851
57,Artista_80,0.024344,0.000657
58,Artista_0,0.013555,0.000639
58,Artista_20,0.024841,0.000691
58,Artista_40,0.024463,0.000893
58,Artista_61,0.024825,0.000679
58,Artista_80,0.025440,0.000853
59,Artista_0,0.013595,0.000779
59,Artista_20,0.025140,0.000803
59,Artista_40,0.024887,0.000798
59,Artista_61,0.025954,0.000827
59,Artista_80,0.025966,0.000851
60,Artista_0,0.013496,0.000717
60,Artista_20,0.024711,0.001031
60,Artista_40,0.025318,0.000589
60,Artista_61,0.024646,0.000667
60,Artista_80,0.025268,0.000774
61,Artista_0,0.013703,0.000843
61,Artista_20,0.025864,0.000716
61,Artista_40,0.025137,0.000652
61,Artista_61,0.025100,0.000896
61,Artista_80,0.025097,0.000737
62,Artista_0,0.014667,0.000662
62,Artista_20,0.024980,0.000790
62,Artista_40,0.024578,0.000770
62,Artista_61,0.024761,0.000858
62,Artista_80,0.025031,0.000720
63,Artista_0,0.014127,0.000725
63,Artista_20,0.024719,0.000839
63,Artista_40,0.025121,0.000821
63,Artista_61,0.025228,0.000797
63,Artista_80,0.024754,0.001086
64,Artista_0,0.013538,0.000872
64,Artista_20,0.024397,0.000684
64,Artista_40,0.025017,0.001079
64,Artista_61,0.024404,0.000740
64,Artista_80,0.025041,0.000850
65,Artista_0,0.014000,0.000861
65,Artista_20,0.025062,0.000830
65,Artista_40,0.024697,0.000740
65,Artista_61,0.024843,0.000817
65,Artista_80,0.025425,0.000924
66,Artista_0,0.013725,0.000671
66,Artista_20,0.025489,0.000794
66,Artista_40,0.024800,0.000667
66,Artista_61,0.025019,0.000713
66,Artista_80,0.025019,0.000681
67,Artista_0,0.013730,0.000755
67,Artista_20,0.025080,0.000711
67,Artista_40,0.024958,0.000941
67,Artista_61,0.024876,0.000809
67,Artista_80,0.025361,0.000956
68,Artista_0,0.014065,0.000719
68,Artista_20,0.025092,0.000867
68,Artista_40,0.024607,0.000814
68,Artista_61,0.025224,0.000618
68,Artista_80,0.025054,0.000847
69,Artista_0,0.013748,0.000748
69,Artista_20,0.024789,0.000871
69,Artista_40,0.025314,0.000938
69,Artista_61,0.024767,0.000804
69,Artista_80,0.024559,0.000664
70,Artista_0,0.013778,0.000727
70,Artista_20,0.025635,0.000851
70,Artista_40,0.025080,0.000820
70,Artista_61,0.024638,0.000795
70,Artista_80,0.024518,0.000660
71,Artista_0,0.013742,0.000851
71,Artista_20,0.025112,0.000862
71,Artista_40,0.024878,0.000779
71,Artista_61,0.025439,0.000803
71,Artista_80,0.024973,0.000893
72,Artista_0,0.014027,0.000846
72,Artista_20,0.025573,0.000759
72,Artista_40,0.024222,0.000866
72,Artista_61,0.024883,0.001038
72,Artista_80,0.024508,0.000750
73,Artista_0,0.013407,0.000920
73,Artista_20,0.024794,0.000866
73,Artista_40,0.025170,0.000699
73,Artista_61,0.024462,0.000737
73,Artista_80,0.024901,0.000814
74,Artista_0,0.014012,0.000822
74,Artista_20,0.028442,0.000706
74,Artista_40,0.029634,0.000938
74,Artista_61,0.029696,0.000717
74,Artista_80,0.030198,0.000835
75,Artista_0,0.013507,0.000882
75,Artista_20,0.024463,0.000809
75,Artista_40,0.024479,0.000816
75,Artista_61,0.024701,0.000830
75,Artista_80,0.024838,0.000743
76,Artista_0,0.014757,0.000840
76,Artista_20,0.025875,0.000934
76,Artista_40,0.025174,0.000909
76,Artista_61,0.025588,0.000572
76,Artista_80,0.024622,0.000575
77,Artista_0,0.013583,0.000787
77,Artista_20,0.024622,0.000787
77,Artista_40,0.025324,0.000718
77,Artista_61,0.025115,0.000715
77,Artista_80,0.024516,0.000878
78,Artista_0,0.013904,0.000665
78,Artista_20,0.025442,0.000883
78,Artista_40,0.024350,0.000895
78,Artista_61,0.024354,0.000612
78,Artista_80,0.024615,0.000761
79,Artista_0,0.013998,0.000774
79,Artista_20,0.024694,0.000657
79,Artista_40,0.025076,0.000581
79,Artista_61,0.024799,0.000799
79,Artista_80,0.026080,0.000690
80,Artista_0,0.013387,0.000932
80,Artista_20,0.025297,0.000785
80,Artista_40,0.025439,0.000899
80,Artista_61,0.024296,0.000670
80,Artista_80,0.024273,0.000688
81,Artista_0,0.013417,0.000922
81,Artista_20,0.024296,0.000874
81,Artista_40,0.025082,0.000805
81,Artista_61,0.024632,0.000752
81,Artista_80,0.024358,0.000538
82,Artista_0,0.014216,0.000978
82,Artista_20,0.025644,0.000835
82,Artista_40,0.024999,0.000709
82,Artista_61,0.024856,0.000802
82,Artista_80,0.024940,0.000728
83,Artista_0,0.013577,0.000717
83,Artista_20,0.025586,0.000715
83,Artista_40,0.024630,0.000895
83,Artista_61,0.024569,0.000956
83,Artista_80,0.024541,0.000615
84,Artista_0,0.013443,0.000779
84,Artista_20,0.024988,0.000988
84,Artista_40,0.025284,0.001018
84,Artista_61,0.024463,0.000782
84,Artista_80,0.025625,0.000875
85,Artista_0,0.013716,0.000893
85,Artista_20,0.024655,0.000774
85,Artista_40,0.025339,0.000923
85,Artista_61,0.025995,0.000751
85,Artista_80,0.026284,0.000774
86,Artista_0,0.013957,0.000688
86,Artista_20,0.025066,0.000887
86,Artista_40,0.025545,0.000735
86,Artista_61,0.024618,0.000786
86,Artista_80,0.024813,0.000812
87,Artista_0,0.013510,0.000661
87,Artista_20,0.024932,0.000674
87,Artista_40,0.025186,0.000640
87,Artista_61,0.025212,0.000805
87,Artista_80,0.024644,0.000731
88,Artista_0,0.014575,0.000737
88,Artista_20,0.024697,0.000627
88,Artista_40,0.025221,0.000724
88,Artista_61,0.024802,0.000711
88,Artista_80,0.024622,0.000902
89,Artista_0,0.013264,0.000696
89,Artista_20,0.024719,0.000854
89,Artista_40,0.024731,0.000816
89,Artista_61,0.026001,0.000781
89,Artista_80,0.024835,0.000819
90,Artista_0,0.013283,0.000830
90,Artista_20,0.024969,0.000749
90,Artista_40,0.025477,0.000787
90,Artista_61,0.024862,0.000787
90,Artista_80,0.024988,0.000843
91,Artista_0,0.013453,0.000865
91,Artista_20,0.024758,0.000959
91,Artista_40,0.025174,0.000929
91,Artista_61,0.024153,0.000797
91,Artista_80,0.026723,0.000893
92,Artista_0,0.013579,0.000742
92,Artista_20,0.024345,0.000698
92,Artista_40,0.024775,0.000672
92,Artista_61,0.025244,0.000675
92,Artista_80,0.024858,0.000847
93,Artista_0,0.013767,0.000704
93,Artista_20,0.024714,0.000772
93,Artista_40,0.024412,0.000862
93,Artista_61,0.024885,0.000790
93,Artista_80,0.024758,0.000875
94,Artista_0,0.014053,0.000650
94,Artista_20,0.024983,0.000797
94,Artista_40,0.024956,0.000697
94,Artista_61,0.025270,0.000761
94,Artista_80,0.024420,0.000803
95,Artista_0,0.013732,0.000666
95,Artista_20,0.024060,0.000684
95,Artista_40,0.024478,0.000990
95,Artista_61,0.024313,0.000732
95,Artista_80,0.024628,0.000746
96,Artista_0,0.013554,0.000716
96,Artista_20,0.025138,0.000829
96,Artista_40,0.024425,0.000815
96,Artista_61,0.024724,0.000699
96,Artista_80,0.024829,0.000846
97,Artista_0,0.013630,0.000806
97,Artista_20,0.024425,0.000753
97,Artista_40,0.024704,0.000709
97,Artista_61,0.024393,0.000918
97,Artista_80,0.025172,0.000746
98,Artista_0,0.013823,0.000838
98,Artista_20,0.024502,0.000902
98,Artista_40,0.024527,0.000774
98,Artista_61,0.025068,0.000686
98,Artista_80,0.024307,0.000972
99,Artista_0,0.014027,0.000790
99,Artista_20,0.024504,0.000744
99,Artista_40,0.024592,0.000915
99,Artista_61,0.025371,0.000809
99,Artista_80,0.025188,0.000841
