instancia,artista,t_lineal,t_binaria
14,Artista_81,0.097336,0.000848
14,Artista_163,0.138809,0.000790
14,Artista_245,0.137602,0.000950
14,Artista_326,0.137691,0.000800
15,Artista_0,0.051366,0.001039
15,Artista_81,0.100394,0.000823
15,Artista_163,0.142280,0.000765
15,Artista_245,0.141267,0.001066
15,Artista_326,0.139587,0.000779
16,Artista_0,0.050258,0.000941
16,Artista_81,0.099017,0.000996
16,Artista_163,0.139104,0.001081
16,Artista_245,0.138608,0.000740
16,Artista_326,0.135784,0.000787
17,Artista_0,0.050636,0.001020
17,Artista_81,0.099705,0.000830
17,Artista_163,0.139086,0.000903
17,Artista_245,0.209667,0.000786
17,Artista_326,0.208640,0.000887
18,Artista_0,0.051217,0.001105
18,Artista_81,0.100782,0.000827
18,Artista_163,0.141942,0.001103
18,Artista_245,0.142400,0.000970
18,Artista_326,0.139450,0.000803
19,Artista_0,0.050136,0.000881
19,Artista_81,0.099692,0.000811
19,Artista_163,0.139974,0.001106
19,Artista_245,0.140602,0.000758
19,Artista_326,0.138406,0.000958
20,Artista_0,0.049410,0.000862
20,Artista_81,0.100195,0.000807
20,Artista_163,0.138464,0.000749
20,Artista_245,0.140913,0.001122
20,Artista_326,0.136835,0.000835
21,Artista_0,0.051163,0.001001
21,Artista_81,0.099310,0.000696
21,Artista_163,0.140276,0.000847
21,Artista_245,0.139364,0.000943
21,Artista_326,0.143912,0.000926
22,Artista_0,0.049958,0.000824
22,Artista_81,0.101229,0.000908
22,Artista_163,0.140403,0.001104
22,Artista_245,0.140172,0.000742
22,Artista_326,0.139531,0.001012
23,Artista_0,0.050994,0.000919
23,Artista_81,0.100352,0.001048
23,Artista_163,0.140625,0.000925
23,Artista_245,0.142054,0.001058
23,Artista_326,0.138867,0.000949
24,Artista_0,0.050095,0.000779
24,Artista_81,0.101812,0.000824
24,Artista_163,0.140624,0.001006
24,Artista_245,0.140860,0.000748
24,Artista_326,0.138592,0.001013
25,Artista_0,0.050724,0.001018
25,Artista_81,0.101257,0.000729
25,Artista_163,0.140920,0.000958
25,Artista_245,0.142099,0.000811
25,Artista_326,0.139579,0.000677
26,Artista_0,0.049765,0.000739
26,Artista_81,0.100808,0.001111
26,Artista_163,0.140314,0.001025
26,Artista_245,0.139336,0.001005
26,Artista_326,0.138291,0.000763
27,Artista_0,0.050696,0.000834
27,Artista_81,0.100494,0.000648
27,Artista_163,0.140350,0.001143
27,Artista_245,0.140962,0.001084
27,Artista_326,0.140045,0.000781
28,Artista_0,0.049538,0.000884
28,Artista_81,0.101709,0.000843
28,Artista_163,0.139375,0.000834
28,Artista_245,0.138489,0.000855
28,Artista_326,0.137514,0.000856
29,Artista_0,0.050699,0.000919
29,Artista_81,0.101342,0.000700
29,Artista_163,0.140274,0.000868
29,Artista_245,0.141682,0.001012
29,Artista_326,0.138871,0.000828
30,Artista_0,0.053013,0.000777
30,Artista_81,0.103560,0.000816
30,Artista_163,0.141987,0.001115
30,Artista_245,0.142711,0.000938
30,Artista_326,0.138687,0.000981
31,Artista_0,0.050282,0.000688
31,Artista_81,0.103859,0.000952
31,Artista_163,0.141723,0.000923
31,Artista_245,0.141304,0.000824
31,Artista_326,0.141222,0.000946
32,Artista_0,0.050305,0.000945
32,Artista_81,0.100756,0.000870
32,Artista_163,0.139110,0.000685
32,Artista_245,0.139927,0.000922
32,Artista_326,0.139973,0.000678
33,Artista_0,0.049089,0.000686
33,Artista_81,0.101562,0.000822
33,Artista_163,0.138337,0.000926
33,Artista_245,0.141148,0.000910
33,Artista_326,0.138470,0.000886
34,Artista_0,0.051336,0.000868
34,Artista_81,0.101328,0.000829
34,Artista_163,0.141513,0.000933
34,Artista_245,0.142515,0.001043
34,Artista_326,0.140067,0.000888
35,Artista_0,0.049485,0.000975
35,Artista_81,0.100674,0.000752
35,Artista_163,0.139177,0.000839
35,Artista_245,0.140091,0.000721
35,Artista_326,0.137157,0.000870
36,Artista_0,0.049423,0.000777
36,Artista_81,0.100608,0.000994
36,Artista_163,0.139986,0.000970
36,Artista_245,0.139995,0.000704
36,Artista_326,0.138105,0.000910
37,Artista_0,0.050353,0.000906
37,Artista_81,0.102674,0.001068
37,Artista_163,0.140959,0.000942
37,Artista_245,0.139778,0.000937
37,Artista_326,0.139469,0.000873
38,Artista_0,0.051240,0.000926
38,Artista_81,0.102957,0.001203
38,Artista_163,0.146967,0.001127
38,Artista_245,0.141254,0.000766
38,Artista_326,0.140119,0.000886
39,Artista_0,0.049392,0.000882
39,Artista_81,0.101084,0.001033
39,Artista_163,0.139089,0.000860
39,Artista_245,0.140254,0.000834
39,Artista_326,0.140215,0.001055
40,Artista_0,0.049596,0.000748
40,Artista_81,0.100912,0.001076
40,Artista_163,0.139604,0.001095
40,Artista_245,0.139811,0.000810
40,Artista_326,0.138506,0.000941
41,Artista_0,0.048593,0.000656
41,Artista_81,0.102298,0.001086
41,Artista_163,0.140339,0.000941
41,Artista_245,0.138623,0.000856
41,Artista_326,0.138581,0.001077
42,Artista_0,0.050385,0.000871
42,Artista_81,0.100680,0.000840
42,Artista_163,0.140448,0.000958
42,Artista_245,0.139164,0.000990
42,Artista_326,0.139539,0.000792
43,Artista_0,0.051192,0.000849
43,Artista_81,0.099231,0.000851
43,Artista_163,0.139114,0.001140
43,Artista_245,0.138920,0.001194
43,Artista_326,0.140045,0.001111
44,Artista_0,0.049833,0.000908
44,Artista_81,0.101270,0.000900
44,Artista_163,0.139602,0.001094
44,Artista_245,0.140398,0.000806
44,Artista_326,0.138831,0.000929
45,Artista_0,0.050416,0.000907
45,Artista_81,0.100365,0.000952
45,Artista_163,0.139737,0.000865
45,Artista_245,0.140030,0.000795
45,Artista_326,0.143195,0.000930
46,Artista_0,0.049690,0.000744
46,Artista_81,0.101230,0.000877
46,Artista_163,0.143222,0.001055
46,Artista_245,0.144216,0.000814
46,Artista_326,0.138974,0.000777
47,Artista_0,0.049603,0.000626
47,Artista_81,0.100153,0.000777
47,Artista_163,0.139236,0.000861
47,Artista_245,0.137309,0.000802
47,Artista_326,0.138125,0.000763
48,Artista_0,0.051493,0.000886
48,Artista_81,0.101536,0.000791
48,Artista_163,0.141825,0.000869
48,Artista_245,0.141109,0.001124
48,Artista_326,0.140506,0.000994
49,Artista_0,0.050153,0.000705
49,Artista_81,0.099678,0.000788
49,Artista_163,0.140095,0.000738
49,Artista_245,0.141202,0.000909
49,Artista_326,0.139502,0.000929
50,Artista_0,0.049069,0.000838
50,Artista_81,0.099918,0.000815
50,Artista_163,0.139212,0.000875
50,Artista_245,0.137495,0.000831
50,Artista_326,0.137738,0.001041
51,Artista_0,0.050794,0.000933
51,Artista_81,0.098863,0.000837
51,Artista_163,0.141688,0.000892
51,Artista_245,0.142157,0.001021
51,Artista_326,0.137959,0.000880
52,Artista_0,0.050851,0.001078
52,Artista_81,0.100982,0.000951
52,Artista_163,0.140038,0.000798
52,Artista_245,0.139702,0.001088
52,Artista_326,0.138347,0.000806
53,Artista_0,0.050284,0.000880
53,Artista_81,0.102065,0.000949
53,Artista_163,0.141271,0.000736
53,Artista_245,0.139767,0.000803
53,Artista_326,0.139966,0.000930
54,Artista_0,0.049782,0.000721
54,Artista_81,0.102058,0.000760
54,Artista_163,0.140885,0.000984
54,Artista_245,0.141306,0.000868
54,Artista_326,0.143889,0.000992
55,Artista_0,0.048882,0.001046
55,Artista_81,0.100376,0.000843
55,Artista_163,0.140011,0.000836
55,Artista_245,0.139070,0.000769
55,Artista_326,0.138739,0.000899
56,Artista_0,0.050150,0.000959
56,Artista_81,0.100931,0.000835
56,Artista_163,0.142321,0.000984
56,Artista_245,0.139543,0.000863
56,Artista_326,0.138004,0.000807
57,Artista_0,0.049664,0.000841
57,Artista_81,0.099712,0.000891
57,Artista_163,0.139141,0.000929
57,Artista_245,0.139923,0.000902
57,Artista_326,0.137350,0.000969
58,Artista_0,0.051215,0.000911
58,Artista_81,0.101242,0.000970
58,Artista_163,0.141098,0.000748
58,Artista_245,0.140030,0.000893
58,Artista_326,0.139472,0.000781
59,Artista_0,0.051007,0.000923
59,Artista_81,0.100217,0.000990
59,Artista_163,0.139854,0.000735
59,Artista_245,0.140779,0.001045
59,Artista_326,0.140785,0.001008
60,Artista_0,0.051653,0.001148
60,Artista_81,0.101598,0.000729
60,Artista_163,0.142512,0.000803
60,Artista_245,0.206362,0.000816
60,Artista_326,0.206246,0.000857
61,Artista_0,0.050647,0.000807
61,Artista_81,0.101121,0.001022
61,Artista_163,0.141881,0.000917
61,Artista_245,0.141833,0.000839
61,Artista_326,0.141259,0.001080
62,Artista_0,0.050532,0.000608
62,Artista_81,0.100233,0.000942
62,Artista_163,0.140744,0.000759
62,Artista_245,0.140969,0.000891
62,Artista_326,0.142282,0.000935
63,Artista_0,0.051108,0.000951
63,Artista_81,0.099239,0.000974
63,Artista_163,0.140788,0.000791
63,Artista_245,0.140957,0.000787
63,Artista_326,0.138980,0.000943
64,Artista_0,0.050565,0.000903
64,Artista_81,0.102117,0.000863
64,Artista_163,0.141073,0.000923
64,Artista_245,0.141884,0.000844
64,Artista_326,0.139060,0.000844
65,Artista_0,0.049724,0.000754
65,Artista_81,0.101401,0.000641
65,Artista_163,0.140802,0.000923
65,Artista_245,0.142194,0.000931
65,Artista_326,0.138596,0.000655
66,Artista_0,0.050942,0.000932
66,Artista_81,0.101772,0.000800
66,Artista_163,0.141821,0.000985
66,Artista_245,0.140532,0.000720
66,Artista_326,0.138787,0.000815
67,Artista_0,0.049956,0.000961
67,Artista_81,0.101153,0.000858
67,Artista_163,0.139937,0.000660
67,Artista_245,0.141942,0.000817
67,Artista_326,0.140437,0.000905
68,Artista_0,0.050388,0.000841
68,Artista_81,0.101669,0.000890
68,Artista_163,0.140614,0.000847
68,Artista_245,0.141421,0.001004
68,Artista_326,0.139996,0.000824
69,Artista_0,0.051473,0.000856
69,Artista_81,0.102275,0.000870
69,Artista_163,0.143170,0.000984
69,Artista_245,0.142100,0.000600
69,Artista_326,0.140382,0.000857
70,Artista_0,0.051104,0.000843
70,Artista_81,0.101214,0.000663
70,Artista_163,0.143135,0.001011
70,Artista_245,0.142095,0.001035
70,Artista_326,0.140866,0.000995
71,Artista_0,0.052872,0.000701
71,Artista_81,0.101402,0.000846
71,Artista_163,0.140600,0.000730
71,Artista_245,0.140536,0.000894
71,Artista_326,0.137922,0.000895
72,Artista_0,0.049484,0.000826
72,Artista_81,0.100712,0.000912
72,Artista_163,0.138650,0.000597
72,Artista_245,0.138758,0.000910
72,Artista_326,0.138183,0.000996
73,Artista_0,0.050273,0.000902
73,Artista_81,0.099466,0.000993
73,Artista_163,0.137721,0.000780
73,Artista_245,0.139236,0.000860
73,Artista_326,0.136286,0.001001
74,Artista_0,0.050645,0.000856
74,Artista_81,0.101307,0.000965
74,Artista_163,0.141512,0.000821
74,Artista_245,0.140038,0.000827
74,Artista_326,0.138577,0.000970
75,Artista_0,0.053004,0.000815
75,Artista_81,0.110322,0.000870
75,Artista_163,0.161905,0.001147
75,Artista_245,0.163417,0.000851
75,Artista_326,0.158773,0.000900
76,Artista_0,0.049247,0.000808
76,Artista_81,0.096770,0.001020
76,Artista_163,0.136891,0.000824
76,Artista_245,0.136342,0.000863
76,Artista_326,0.135159,0.000867
77,Artista_0,0.051764,0.000930
77,Artista_81,0.097864,0.000799
77,Artista_163,0.138138,0.000822
77,Artista_245,0.137670,0.000856
77,Artista_326,0.136499,0.000805
78,Artista_0,0.049915,0.000779
78,Artista_81,0.103423,0.000874
78,Artista_163,0.139985,0.000938
78,Artista_245,0.139112,0.000917
78,Artista_326,0.137155,0.000940
79,Artista_0,0.050454,0.000777
79,Artista_81,0.102844,0.000808
79,Artista_163,0.138256,0.000867
79,Artista_245,0.138846,0.000929
79,Artista_326,0.136534,0.000837
80,Artista_0,0.050119,0.000717
80,Artista_81,0.099548,0.000851
80,Artista_163,0.140001,0.000864
80,Artista_245,0.138964,0.000841
80,Artista_326,0.138163,0.000754
81,Artista_0,0.049990,0.000842
81,Artista_81,0.100033,0.001094
81,Artista_163,0.139571,0.001194
81,Artista_245,0.143111,0.000761
81,Artista_326,0.140151,0.000718
82,Artista_0,0.050005,0.001089
82,Artista_81,0.099347,0.000902
82,Artista_163,0.138529,0.000862
82,Artista_245,0.138485,0.001161
82,Artista_326,0.136202,0.000821
83,Artista_0,0.049193,0.000817
83,Artista_81,0.097472,0.000860
83,Artista_163,0.138142,0.000922
83,Artista_245,0.140916,0.000712
83,Artista_326,0.137489,0.000778
84,Artista_0,0.049376,0.000787
84,Artista_81,0.099059,0.000839
84,Artista_163,0.138999,0.000773
84,Artista_245,0.138395,0.001041
84,Artista_326,0.137438,0.001102
85,Artista_0,0.050434,0.000977
85,Artista_81,0.100683,0.000858
85,Artista_163,0.142078,0.000691
85,Artista_245,0.140822,0.000908
85,Artista_326,0.138305,0.000707
86,Artista_0,0.049360,0.000965
86,Artista_81,0.097943,0.000873
86,Artista_163,0.138079,0.000955
86,Artista_245,0.139260,0.000996
86,Artista_326,0.137075,0.001015
87,Artista_0,0.050642,0.000815
87,Artista_81,0.100692,0.000957
87,Artista_163,0.143177,0.000920
87,Artista_245,0.142596,0.000738
87,Artista_326,0.137756,0.000796
88,Artista_0,0.049846,0.000682
88,Artista_81,0.098196,0.000733
88,Artista_163,0.138208,0.000925
88,Artista_245,0.140020,0.001021
88,Artista_326,0.139357,0.000930
89,Artista_0,0.049094,0.000739
89,Artista_81,0.099601,0.000941
89,Artista_163,0.139301,0.001050
89,Artista_245,0.139240,0.000901
89,Artista_326,0.194747,0.000942
90,Artista_0,0.049946,0.000813
90,Artista_81,0.100427,0.000862
90,Artista_163,0.142008,0.000884
90,Artista_245,0.140288,0.000826
90,Artista_326,0.137566,0.000752
91,Artista_0,0.049449,0.000782
91,Artista_81,0.100190,0.000908
91,Artista_163,0.138324,0.000911
91,Artista_245,0.138229,0.000766
91,Artista_326,0.137810,0.000949
92,Artista_0,0.050138,0.000814
92,Artista_81,0.101107,0.000713
92,Artista_163,0.136316,0.001047
92,Artista_245,0.138611,0.001090
92,Artista_326,0.136360,0.000871
93,Artista_0,0.049818,0.000699
93,Artista_81,0.100600,0.000725
93,Artista_163,0.138574,0.000933
93,Artista_245,0.139578,0.000775
93,Artista_326,0.140028,0.000970
94,Artista_0,0.049497,0.000835
94,Artista_81,0.099881,0.001011
94,Artista_163,0.138689,0.000781
94,Artista_245,0.138323,0.000825
94,Artista_326,0.137947,0.000865
95,Artista_0,0.049273,0.000716
95,Artista_81,0.099247,0.000918
95,Artista_163,0.140845,0.001007
95,Artista_245,0.142903,0.000997
95,Artista_326,0.139924,0.000999
96,Artista_0,0.048597,0.000816
96,Artista_81,0.099018,0.000849
96,Artista_163,0.138015,0.000822
96,Artista_245,0.138881,0.000806
96,Artista_326,0.136690,0.000855
97,Artista_0,0.049189,0.000825
97,Artista_81,0.099936,0.000888
97,Artista_163,0.137466,0.000815
97,Artista_245,0.137066,0.000916
97,Artista_326,0.135408,0.000966
98,Artista_0,0.050231,0.000834
98,Artista_81,0.098077,0.001255
98,Artista_163,0.139203,0.001084
98,Artista_245,0.139879,0.000922
98,Artista_326,0.137407,0.001016
99,Artista_0,0.049322,0.000664
99,Artista_81,0.098135,0.000852
99,Artista_163,0.136718,0.000760
99,Artista_245,0.137103,0.000875
99,Artista_326,0.135047,0.000762
