instancia,artista,t_lineal,t_binaria
35,Artista_0,0.117954,0.000855
35,Artista_163,0.252328,0.000940
35,Artista_327,0.252196,0.001002
35,Artista_491,0.250332,0.000814
35,Artista_654,0.251050,0.000965
36,Artista_0,0.108761,0.000802
36,Artista_163,0.253102,0.000889
36,Artista_327,0.253127,0.000853
36,Artista_491,0.253229,0.000706
36,Artista_654,0.254547,0.000953
37,Artista_0,0.102591,0.000860
37,Artista_163,0.253775,0.001158
37,Artista_327,0.251168,0.001090
37,Artista_491,0.281436,0.000659
37,Artista_654,0.300668,0.000978
38,Artista_0,0.102953,0.001192
38,Artista_163,0.251126,0.001069
38,Artista_327,0.253397,0.000797
38,Artista_491,0.251085,0.000914
38,Artista_654,0.249163,0.000769
39,Artista_0,0.101805,0.000873
39,Artista_163,0.268065,0.000994
39,Artista_327,0.255953,0.000943
39,Artista_491,0.255423,0.000966
39,Artista_654,0.251367,0.000822
40,Artista_0,0.104212,0.000963
40,Artista_163,0.253075,0.001051
40,Artista_327,0.251163,0.000782
40,Artista_491,0.251378,0.000879
40,Artista_654,0.248881,0.000915
41,Artista_0,0.101191,0.000857
41,Artista_163,0.252774,0.000741
41,Artista_327,0.253729,0.001165
41,Artista_491,0.251044,0.001062
41,Artista_654,0.247690,0.000810
42,Artista_0,0.106343,0.000624
42,Artista_163,0.259075,0.000789
42,Artista_327,0.269061,0.000887
42,Artista_491,0.258295,0.001104
42,Artista_654,0.255641,0.000843
43,Artista_0,0.103661,0.001102
43,Artista_163,0.258344,0.001059
43,Artista_327,0.259270,0.000918
43,Artista_491,0.253818,0.001147
43,Artista_654,0.251641,0.000925
44,Artista_0,0.105019,0.000700
44,Artista_163,0.253316,0.000886
44,Artista_327,0.255601,0.001022
44,Artista_491,0.254642,0.000809
44,Artista_654,0.253285,0.000780
45,Artista_0,0.103457,0.000860
45,Artista_163,0.253869,0.000738
45,Artista_327,0.254282,0.000842
45,Artista_491,0.255435,0.000995
45,Artista_654,0.249610,0.000859
46,Artista_0,0.102220,0.000942
46,Artista_163,0.253981,0.000805
46,Artista_327,0.253076,0.001041
46,Artista_491,0.252215,0.001025
46,Artista_654,0.248917,0.000683
47,Artista_0,0.101939,0.000859
47,Artista_163,0.252000,0.000956
47,Artista_327,0.261526,0.000988
47,Artista_491,0.257852,0.000905
47,Artista_654,0.252955,0.001036
48,Artista_0,0.100581,0.000752
48,Artista_163,0.255133,0.001040
48,Artista_327,0.251112,0.000718
48,Artista_491,0.252081,0.000994
48,Artista_654,0.250864,0.000852
49,Artista_0,0.100323,0.000802
49,Artista_163,0.251744,0.000757
49,Artista_327,0.266639,0.001154
49,Artista_491,0.303177,0.000972
49,Artista_654,0.306218,0.000817
50,Artista_0,0.104202,0.000904
50,Artista_163,0.254080,0.000818
50,Artista_327,0.254948,0.000975
50,Artista_491,0.256422,0.001018
50,Artista_654,0.252306,0.001157
51,Artista_0,0.105004,0.000978
51,Artista_163,0.254629,0.000825
51,Artista_327,0.253903,0.000957
51,Artista_491,0.267444,0.000965
51,Artista_654,0.250410,0.000733
52,Artista_0,0.101491,0.000982
52,Artista_163,0.251206,0.000931
52,Artista_327,0.251925,0.000798
52,Artista_491,0.249431,0.000800
52,Artista_654,0.250429,0.000693
53,Artista_0,0.101400,0.000781
53,Artista_163,0.254060,0.000793
53,Artista_327,0.250982,0.000928
53,Artista_491,0.252413,0.000884
53,Artista_654,0.251518,0.001030
54,Artista_0,0.101640,0.000772
54,Artista_163,0.253575,0.000848
54,Artista_327,0.251464,0.000913
54,Artista_491,0.251620,0.000876
54,Artista_654,0.249519,0.000788
55,Artista_0,0.101261,0.000837
55,Artista_163,0.250187,0.000883
55,Artista_327,0.251381,0.001144
55,Artista_491,0.249839,0.000859
55,Artista_654,0.264115,0.000741
56,Artista_0,0.105098,0.000839
56,Artista_163,0.256667,0.000972
56,Artista_327,0.256630,0.000844
56,Artista_491,0.256959,0.000907
56,Artista_654,0.252242,0.001026
57,Artista_0,0.104373,0.000806
57,Artista_163,0.253675,0.000795
57,Artista_327,0.253961,0.001426
57,Artista_491,0.253480,0.000732
57,Artista_654,0.250787,0.000859
58,Artista_0,0.107564,0.000899
58,Artista_163,0.255793,0.000943
58,Artista_327,0.258003,0.001017
58,Artista_491,0.255492,0.000932
58,Artista_654,0.253590,0.000922
59,Artista_0,0.106209,0.001007
59,Artista_163,0.255807,0.000973
59,Artista_327,0.254722,0.000966
59,Artista_491,0.255874,0.001068
59,Artista_654,0.251515,0.000959
60,Artista_0,0.120026,0.001083
60,Artista_163,0.252957,0.000823
60,Artista_327,0.251151,0.001045
60,Artista_491,0.252248,0.001012
60,Artista_654,0.251736,0.001158
61,Artista_0,0.108957,0.000903
61,Artista_163,0.263196,0.001029
61,Artista_327,0.262041,0.000807
61,Artista_491,0.263130,0.000810
61,Artista_654,0.261467,0.000956
62,Artista_0,0.101241,0.000871
62,Artista_163,0.252908,0.000928
62,Artista_327,0.250301,0.000763
62,Artista_491,0.253574,0.000929
62,Artista_654,0.249666,0.001034
63,Artista_0,0.104231,0.000718
63,Artista_163,0.250869,0.000831
63,Artista_327,0.251496,0.000940
63,Artista_491,0.252367,0.001240
63,Artista_654,0.249455,0.000949
64,Artista_0,0.106761,0.001210
64,Artista_163,0.268411,0.000726
64,Artista_327,0.256468,0.000970
64,Artista_491,0.256036,0.000755
64,Artista_654,0.254512,0.000970
65,Artista_0,0.103717,0.000885
65,Artista_163,0.254600,0.000935
65,Artista_327,0.252780,0.000779
65,Artista_491,0.254850,0.000991
65,Artista_654,0.251251,0.000872
66,Artista_0,0.101743,0.000908
66,Artista_163,0.254080,0.000898
66,Artista_327,0.252940,0.000729
66,Artista_491,0.251000,0.000961
66,Artista_654,0.249951,0.000843
67,Artista_0,0.100352,0.000993
67,Artista_163,0.252650,0.000923
67,Artista_327,0.252199,0.000871
67,Artista_491,0.250952,0.001027
67,Artista_654,0.248968,0.001092
68,Artista_0,0.100235,0.000751
68,Artista_163,0.254874,0.000966
68,Artista_327,0.268717,0.000958
68,Artista_491,0.251482,0.000782
68,Artista_654,0.249438,0.000732
69,Artista_0,0.102332,0.001070
69,Artista_163,0.262636,0.000905
69,Artista_327,0.258625,0.000867
69,Artista_491,0.277104,0.001115
69,Artista_654,0.255187,0.000872
70,Artista_0,0.102209,0.001045
70,Artista_163,0.256925,0.000844
70,Artista_327,0.256494,0.000935
70,Artista_491,0.262178,0.000933
70,Artista_654,0.266471,0.000830
71,Artista_0,0.105993,0.000995
71,Artista_163,0.264335,0.001048
71,Artista_327,0.253769,0.000766
71,Artista_491,0.254789,0.000924
71,Artista_654,0.250905,0.000807
72,Artista_0,0.101723,0.000822
72,Artista_163,0.255911,0.000705
72,Artista_327,0.266770,0.001038
72,Artista_491,0.259088,0.000814
72,Artista_654,0.252678,0.000932
73,Artista_0,0.110177,0.000809
73,Artista_163,0.277784,0.000837
73,Artista_327,0.288707,0.000987
73,Artista_491,0.279745,0.000943
73,Artista_654,0.263672,0.000997
74,Artista_0,0.102518,0.001112
74,Artista_163,0.252144,0.000791
74,Artista_327,0.252378,0.000978
74,Artista_491,0.255594,0.000853
74,Artista_654,0.253132,0.000815
75,Artista_0,0.104243,0.000887
75,Artista_163,0.252895,0.001036
75,Artista_327,0.252792,0.000858
75,Artista_491,0.253348,0.000885
75,Artista_654,0.249295,0.000751
76,Artista_0,0.113840,0.000881
76,Artista_163,0.252593,0.000753
76,Artista_327,0.255016,0.000855
76,Artista_491,0.266470,0.000827
76,Artista_654,0.249996,0.000789
77,Artista_0,0.106737,0.000887
77,Artista_163,0.253528,0.000837
77,Artista_327,0.254635,0.000818
77,Artista_491,0.255624,0.001037
77,Artista_654,0.252343,0.000913
78,Artista_0,0.102666,0.000879
78,Artista_163,0.257103,0.001056
78,Artista_327,0.250157,0.000843
78,Artista_491,0.251846,0.001000
78,Artista_654,0.251329,0.001061
79,Artista_0,0.100289,0.000777
79,Artista_163,0.252607,0.001163
79,Artista_327,0.250620,0.000887
79,Artista_491,0.251017,0.000855
79,Artista_654,0.249661,0.000891
80,Artista_0,0.103466,0.000617
80,Artista_163,0.254279,0.000984
80,Artista_327,0.251546,0.000938
80,Artista_491,0.254724,0.001029
80,Artista_654,0.261148,0.000991
81,Artista_0,0.102175,0.000797
81,Artista_163,0.252483,0.000764
81,Artista_327,0.251578,0.000945
81,Artista_491,0.253660,0.001037
81,Artista_654,0.248659,0.001034
82,Artista_0,0.102171,0.000964
82,Artista_163,0.251819,0.000815
82,Artista_327,0.251382,0.000949
82,Artista_491,0.252072,0.000757
82,Artista_654,0.250127,0.000974
83,Artista_0,0.105725,0.000912
83,Artista_163,0.253639,0.000944
83,Artista_327,0.255264,0.000930
83,Artista_491,0.251933,0.000826
83,Artista_654,0.251130,0.000669
84,Artista_0,0.102764,0.000746
84,Artista_163,0.254067,0.000928
84,Artista_327,0.252255,0.000962
84,Artista_491,0.252543,0.001178
84,Artista_654,0.253589,0.001036
85,Artista_0,0.124929,0.001152
85,Artista_163,0.257946,0.000924
85,Artista_327,0.257398,0.001088
85,Artista_491,0.255622,0.000910
85,Artista_654,0.256133,0.000983
86,Artista_0,0.106949,0.001018
86,Artista_163,0.254721,0.001038
86,Artista_327,0.254965,0.001013
86,Artista_491,0.252356,0.001074
86,Artista_654,0.253444,0.000842
87,Artista_0,0.104424,0.000897
87,Artista_163,0.253133,0.000893
87,Artista_327,0.253906,0.001240
87,Artista_491,0.253799,0.000865
87,Artista_654,0.249827,0.000801
88,Artista_0,0.101480,0.000811
88,Artista_163,0.251224,0.000920
88,Artista_327,0.250427,0.000813
88,Artista_491,0.252332,0.000849
88,Artista_654,0.249181,0.000831
89,Artista_0,0.103527,0.000807
89,Artista_163,0.271576,0.001132
89,Artista_327,0.254223,0.000733
89,Artista_491,0.252463,0.000748
89,Artista_654,0.248100,0.001140
90,Artista_0,0.099782,0.000891
90,Artista_163,0.251075,0.000962
90,Artista_327,0.249472,0.000960
90,Artista_491,0.253245,0.000895
90,Artista_654,0.247254,0.000686
91,Artista_0,0.100880,0.001012
91,Artista_163,0.251848,0.001022
91,Artista_327,0.251064,0.000923
91,Artista_491,0.249617,0.000977
91,Artista_654,0.248792,0.000829
92,Artista_0,0.102152,0.000867
92,Artista_163,0.253118,0.001007
92,Artista_327,0.254460,0.000809
92,Artista_491,0.251902,0.000885
92,Artista_654,0.248900,0.000912
93,Artista_0,0.103632,0.000839
93,Artista_163,0.254814,0.000949
93,Artista_327,0.267833,0.000714
93,Artista_491,0.252599,0.001085
93,Artista_654,0.248472,0.000751
94,Artista_0,0.105537,0.001058
94,Artista_163,0.251626,0.000817
94,Artista_327,0.252076,0.000717
94,Artista_491,0.251763,0.000809
94,Artista_654,0.251438,0.000829
95,Artista_0,0.109581,0.000863
95,Artista_163,0.254319,0.000952
95,Artista_327,0.254412,0.000735
95,Artista_491,0.255207,0.001003
95,Artista_654,0.251579,0.000943
96,Artista_0,0.103398,0.000771
96,Artista_163,0.253334,0.000990
96,Artista_327,0.252654,0.000922
96,Artista_491,0.289908,0.000882
96,Artista_654,0.329819,0.000956
97,Artista_0,0.101307,0.000852
97,Artista_163,0.252821,0.000755
97,Artista_327,0.262603,0.001049
97,Artista_491,0.255883,0.001133
97,Artista_654,0.252531,0.000840
98,Artista_0,0.100243,0.000927
98,Artista_163,0.254512,0.000997
98,Artista_327,0.250759,0.000899
98,Artista_491,0.250538,0.001113
98,Artista_654,0.248955,0.000858
99,Artista_0,0.101141,0.000828
99,Artista_163,0.250458,0.000917
99,Artista_327,0.250056,0.000862
99,Artista_491,0.255520,0.000831
99,Artista_654,0.249600,0.000920
