instancia,artista,t_lineal,t_binaria
18,Artista_0,0.006864,0.000658
18,Artista_10,0.013159,0.000736
18,Artista_20,0.013144,0.000733
18,Artista_30,0.013162,0.000760
18,Artista_39,0.014261,0.000828
19,Artista_0,0.007260,0.000695
19,Artista_10,0.012526,0.000939
19,Artista_20,0.012115,0.000820
19,Artista_30,0.011964,0.000718
19,Artista_39,0.011780,0.000823
20,Artista_0,0.007129,0.000870
20,Artista_10,0.012345,0.000835
20,Artista_20,0.012183,0.000612
20,Artista_30,0.012042,0.000642
20,Artista_39,0.011524,0.000972
21,Artista_0,0.007118,0.000676
21,Artista_10,0.011997,0.000717
21,Artista_20,0.011767,0.000709
21,Artista_30,0.012040,0.000828
21,Artista_39,0.012147,0.000627
22,Artista_0,0.007363,0.001040
22,Artista_10,0.012677,0.000886
22,Artista_20,0.011881,0.001150
22,Artista_30,0.011763,0.000689
22,Artista_39,0.011868,0.000694
23,Artista_0,0.007001,0.000853
23,Artista_10,0.011639,0.000648
23,Artista_20,0.012052,0.000647
23,Artista_30,0.011887,0.000776
23,Artista_39,0.011939,0.000740
24,Artista_0,0.006832,0.000872
24,Artista_10,0.011892,0.000734
24,Artista_20,0.011964,0.000765
24,Artista_30,0.011970,0.000803
24,Artista_39,0.012233,0.000841
25,Artista_0,0.006956,0.000683
25,Artista_10,0.012097,0.000772
25,Artista_20,0.012939,0.000671
25,Artista_30,0.011954,0.000766
25,Artista_39,0.011922,0.000722
26,Artista_0,0.006888,0.000840
26,Artista_10,0.011940,0.000773
26,Artista_20,0.011839,0.000766
26,Artista_30,0.011607,0.000928
26,Artista_39,0.011645,0.000713
27,Artista_0,0.007103,0.000845
27,Artista_10,0.011531,0.000927
27,Artista_20,0.011591,0.000904
27,Artista_30,0.011972,0.000705
27,Artista_39,0.012061,0.000772
28,Artista_0,0.007181,0.000794
28,Artista_10,0.011828,0.000659
28,Artista_20,0.012816,0.000849
28,Artista_30,0.012834,0.000788
28,Artista_39,0.012299,0.000922
29,Artista_0,0.007530,0.000704
29,Artista_10,0.012588,0.000884
29,Artista_20,0.012943,0.000905
29,Artista_30,0.012686,0.000870
29,Artista_39,0.012164,0.000755
30,Artista_0,0.007036,0.000712
30,Artista_10,0.011969,0.000650
30,Artista_20,0.011839,0.000728
30,Artista_30,0.012321,0.000800
30,Artista_39,0.012275,0.000750
31,Artista_0,0.007002,0.000845
31,Artista_10,0.011575,0.000943
31,Artista_20,0.012093,0.000786
31,Artista_30,0.011956,0.000862
31,Artista_39,0.012568,0.000807
32,Artista_0,0.006877,0.000563
32,Artista_10,0.011791,0.000844
32,Artista_20,0.012023,0.000948
32,Artista_30,0.011626,0.000859
32,Artista_39,0.011537,0.000723
33,Artista_0,0.006888,0.000960
33,Artista_10,0.011793,0.000915
33,Artista_20,0.011890,0.000661
33,Artista_30,0.011972,0.000739
33,Artista_39,0.011824,0.000583
34,Artista_0,0.006771,0.000796
34,Artista_10,0.011960,0.000656
34,Artista_20,0.012132,0.000646
34,Artista_30,0.012476,0.000870
34,Artista_39,0.012013,0.000901
35,Artista_0,0.006741,0.000803
35,Artista_10,0.012215,0.000658
35,Artista_20,0.012098,0.000778
35,Artista_30,0.012926,0.000679
35,Artista_39,0.013224,0.000792
36,Artista_0,0.006741,0.000613
36,Artista_10,0.012651,0.000822
36,Artista_20,0.012485,0.000813
36,Artista_30,0.011975,0.000741
36,Artista_39,0.011980,0.000737
37,Artista_0,0.006607,0.000713
37,Artista_10,0.011945,0.000831
37,Artista_20,0.012042,0.000797
37,Artista_30,0.011943,0.000641
37,Artista_39,0.012103,0.000849
38,Artista_0,0.006773,0.000590
38,Artista_10,0.012078,0.000703
38,Artista_20,0.012988,0.000789
38,Artista_30,0.011984,0.000735
38,Artista_39,0.011921,0.000775
39,Artista_0,0.006771,0.000651
39,Artista_10,0.011767,0.000766
39,Artista_20,0.011855,0.000946
39,Artista_30,0.011830,0.000745
39,Artista_39,0.011894,0.000762
40,Artista_0,0.007094,0.000915
40,Artista_10,0.011875,0.000879
40,Artista_20,0.012121,0.000751
40,Artista_30,0.012291,0.000861
40,Artista_39,0.011930,0.000633
41,Artista_0,0.006808,0.000684
41,Artista_10,0.011910,0.000727
41,Artista_20,0.011997,0.000783
41,Artista_30,0.011880,0.000829
41,Artista_39,0.012095,0.000950
42,Artista_0,0.006724,0.000745
42,Artista_10,0.011696,0.000647
42,Artista_20,0.011755,0.000751
42,Artista_30,0.011845,0.000649
42,Artista_39,0.011499,0.000878
43,Artista_0,0.007224,0.000981
43,Artista_10,0.011675,0.000849
43,Artista_20,0.011481,0.000773
43,Artista_30,0.012026,0.000685
43,Artista_39,0.012117,0.000767
44,Artista_0,0.006710,0.000648
44,Artista_10,0.011795,0.000864
44,Artista_20,0.011961,0.000644
44,Artista_30,0.011869,0.000797
44,Artista_39,0.012039,0.000682
45,Artista_0,0.007138,0.000860
45,Artista_10,0.011672,0.000783
45,Artista_20,0.012136,0.000789
45,Artista_30,0.011976,0.000847
45,Artista_39,0.011842,0.000778
46,Artista_0,0.007298,0.000833
46,Artista_10,0.012234,0.000646
46,Artista_20,0.012312,0.000760
46,Artista_30,0.011808,0.000863
46,Artista_39,0.012183,0.000831
47,Artista_0,0.006902,0.000806
47,Artista_10,0.012440,0.000834
47,Artista_20,0.012161,0.000758
47,Artista_30,0.011665,0.000672
47,Artista_39,0.011635,0.001064
48,Artista_0,0.006998,0.000695
48,Artista_10,0.013772,0.000747
48,Artista_20,0.012062,0.000721
48,Artista_30,0.011721,0.000807
48,Artista_39,0.011771,0.000889
49,Artista_0,0.007040,0.000604
49,Artista_10,0.011803,0.000829
49,Artista_20,0.011657,0.000740
49,Artista_30,0.011937,0.000826
49,Artista_39,0.012127,0.000752
50,Artista_0,0.006711,0.000620
50,Artista_10,0.011558,0.000850
50,Artista_20,0.011709,0.000743
50,Artista_30,0.011954,0.000742
50,Artista_39,0.011914,0.000645
51,Artista_0,0.006859,0.000708
51,Artista_10,0.012326,0.000759
51,Artista_20,0.012050,0.000719
51,Artista_30,0.012653,0.000753
51,Artista_39,0.011796,0.000789
52,Artista_0,0.006779,0.000875
52,Artista_10,0.011430,0.000514
52,Artista_20,0.011644,0.000851
52,Artista_30,0.011704,0.000655
52,Artista_39,0.012157,0.000757
53,Artista_0,0.007697,0.000868
53,Artista_10,0.013178,0.000704
53,Artista_20,0.013124,0.000736
53,Artista_30,0.012756,0.000737
53,Artista_39,0.014048,0.000910
54,Artista_0,0.006902,0.000742
54,Artista_10,0.011979,0.000692
54,Artista_20,0.012048,0.000820
54,Artista_30,0.012216,0.000753
54,Artista_39,0.012442,0.000665
55,Artista_0,0.006938,0.000761
55,Artista_10,0.012235,0.000814
55,Artista_20,0.012054,0.000693
55,Artista_30,0.011905,0.000789
55,Artista_39,0.011753,0.000747
56,Artista_0,0.006893,0.000748
56,Artista_10,0.012282,0.000824
56,Artista_20,0.012440,0.000762
56,Artista_30,0.012300,0.000851
56,Artista_39,0.011726,0.000712
57,Artista_0,0.007015,0.000856
57,Artista_10,0.012073,0.000753
57,Artista_20,0.012329,0.000651
57,Artista_30,0.012476,0.000874
57,Artista_39,0.012066,0.000687
58,Artista_0,0.006716,0.000821
58,Artista_10,0.012423,0.000870
58,Artista_20,0.012089,0.000877
58,Artista_30,0.011668,0.000754
58,Artista_39,0.011654,0.000696
59,Artista_0,0.007258,0.000787
59,Artista_10,0.011789,0.000886
59,Artista_20,0.011722,0.000899
59,Artista_30,0.011723,0.000662
59,Artista_39,0.011978,0.000658
60,Artista_0,0.006893,0.000683
60,Artista_10,0.011552,0.000694
60,Artista_20,0.011989,0.000741
60,Artista_30,0.012008,0.000854
60,Artista_39,0.012092,0.000951
61,Artista_0,0.007397,0.000912
61,Artista_10,0.012518,0.000820
61,Artista_20,0.012965,0.000825
61,Artista_30,0.011982,0.000695
61,Artista_39,0.011927,0.000869
62,Artista_0,0.007022,0.000657
62,Artista_10,0.012182,0.000898
62,Artista_20,0.012547,0.000866
62,Artista_30,0.012162,0.000980
62,Artista_39,0.012338,0.000844
63,Artista_0,0.007144,0.000813
63,Artista_10,0.011896,0.000690
63,Artista_20,0.012339,0.000748
63,Artista_30,0.012299,0.000556
63,Artista_39,0.012568,0.000676
64,Artista_0,0.007004,0.000732
64,Artista_10,0.011878,0.000716
64,Artista_20,0.011907,0.000662
64,Artista_30,0.012709,0.000924
64,Artista_39,0.012278,0.000607
65,Artista_0,0.007025,0.000641
65,Artista_10,0.011835,0.000751
65,Artista_20,0.011969,0.000703
65,Artista_30,0.012018,0.000811
65,Artista_39,0.011930,0.000625
66,Artista_0,0.006796,0.000731
66,Artista_10,0.012337,0.000765
66,Artista_20,0.011826,0.000694
66,Artista_30,0.011830,0.000802
66,Artista_39,0.011529,0.000824
67,Artista_0,0.007148,0.000680
67,Artista_10,0.011535,0.000943
67,Artista_20,0.012015,0.001096
67,Artista_30,0.012118,0.000773
67,Artista_39,0.012348,0.001143
68,Artista_0,0.006965,0.000799
68,Artista_10,0.011957,0.000868
68,Artista_20,0.012062,0.000755
68,Artista_30,0.011497,0.000651
68,Artista_39,0.011960,0.000699
69,Artista_0,0.006740,0.000760
69,Artista_10,0.012248,0.000878
69,Artista_20,0.012270,0.000585
69,Artista_30,0.012007,0.000739
69,Artista_39,0.012354,0.000661
70,Artista_0,0.006769,0.000799
70,Artista_10,0.011884,0.000709
70,Artista_20,0.011494,0.000652
70,Artista_30,0.011794,0.000610
70,Artista_39,0.012473,0.000761
71,Artista_0,0.006968,0.000801
71,Artista_10,0.012493,0.000878
71,Artista_20,0.012167,0.000810
71,Artista_30,0.012153,0.000759
71,Artista_39,0.012120,0.000739
72,Artista_0,0.007020,0.000703
72,Artista_10,0.012030,0.000792
72,Artista_20,0.011822,0.000659
72,Artista_30,0.011740,0.000731
72,Artista_39,0.011850,0.000871
73,Artista_0,0.006992,0.000883
73,Artista_10,0.012261,0.000738
73,Artista_20,0.011588,0.000763
73,Artista_30,0.011590,0.000801
73,Artista_39,0.011843,0.000872
74,Artista_0,0.006879,0.000922
74,Artista_10,0.011925,0.001116
74,Artista_20,0.012511,0.000834
74,Artista_30,0.012020,0.000767
74,Artista_39,0.012265,0.001010
75,Artista_0,0.006730,0.000811
75,Artista_10,0.011555,0.000798
75,Artista_20,0.011704,0.000833
75,Artista_30,0.011733,0.000724
75,Artista_39,0.011548,0.000759
76,Artista_0,0.007167,0.000942
76,Artista_10,0.012054,0.000729
76,Artista_20,0.012042,0.000737
76,Artista_30,0.012383,0.000692
76,Artista_39,0.011935,0.000655
77,Artista_0,0.007057,0.000871
77,Artista_10,0.011828,0.000569
77,Artista_20,0.012249,0.000923
77,Artista_30,0.012063,0.000826
77,Artista_39,0.012308,0.000797
78,Artista_0,0.007085,0.000697
78,Artista_10,0.012205,0.000942
78,Artista_20,0.011947,0.000871
78,Artista_30,0.012145,0.000830
78,Artista_39,0.012288,0.000737
79,Artista_0,0.006774,0.000669
79,Artista_10,0.011852,0.000771
79,Artista_20,0.011721,0.000897
79,Artista_30,0.011458,0.000774
79,Artista_39,0.011718,0.000816
80,Artista_0,0.006912,0.000817
80,Artista_10,0.011938,0.000802
80,Artista_20,0.011928,0.000678
80,Artista_30,0.011969,0.000778
80,Artista_39,0.011804,0.000774
81,Artista_0,0.007102,0.000767
81,Artista_10,0.012113,0.000748
81,Artista_20,0.011799,0.000811
81,Artista_30,0.011802,0.000832
81,Artista_39,0.011641,0.000928
82,Artista_0,0.006933,0.000746
82,Artista_10,0.011798,0.000868
82,Artista_20,0.011739,0.000783
82,Artista_30,0.012161,0.000858
82,Artista_39,0.011666,0.000892
83,Artista_0,0.007013,0.000848
83,Artista_10,0.011482,0.000957
83,Artista_20,0.011658,0.000867
83,Artista_30,0.011636,0.000608
83,Artista_39,0.012339,0.000768
84,Artista_0,0.007192,0.000848
84,Artista_10,0.012123,0.000821
84,Artista_20,0.012499,0.000602
84,Artista_30,0.011898,0.000816
84,Artista_39,0.011751,0.000791
85,Artista_0,0.007032,0.000855
85,Artista_10,0.011834,0.000759
85,Artista_20,0.011885,0.000781
85,Artista_30,0.011656,0.000642
85,Artista_39,0.012095,0.000728
86,Artista_0,0.006821,0.000655
86,Artista_10,0.011646,0.000761
86,Artista_20,0.012002,0.000862
86,Artista_30,0.011657,0.001031
86,Artista_39,0.011759,0.000955
87,Artista_0,0.007186,0.000817
87,Artista_10,0.011673,0.000837
87,Artista_20,0.013452,0.000901
87,Artista_30,0.013650,0.000844
87,Artista_39,0.012977,0.000557
88,Artista_0,0.006901,0.000693
88,Artista_10,0.011814,0.000749
88,Artista_20,0.011946,0.000733
88,Artista_30,0.011574,0.000704
88,Artista_39,0.011675,0.000694
89,Artista_0,0.007032,0.000791
89,Artista_10,0.012173,0.000793
89,Artista_20,0.012015,0.000854
89,Artista_30,0.011760,0.000830
89,Artista_39,0.012531,0.000718
90,Artista_0,0.006943,0.000621
90,Artista_10,0.011386,0.000780
90,Artista_20,0.011727,0.000614
90,Artista_30,0.011908,0.000831
90,Artista_39,0.012385,0.000820
91,Artista_0,0.007016,0.000748
91,Artista_10,0.012103,0.000869
91,Artista_20,0.012149,0.000599
91,Artista_30,0.011826,0.000602
91,Artista_39,0.012067,0.000774
92,Artista_0,0.006805,0.000731
92,Artista_10,0.011664,0.000768
92,Artista_20,0.012248,0.000738
92,Artista_30,0.011760,0.000757
92,Artista_39,0.011701,0.000572
93,Artista_0,0.006907,0.000677
93,Artista_10,0.011986,0.000824
93,Artista_20,0.011664,0.000975
93,Artista_30,0.011690,0.000786
93,Artista_39,0.011873,0.000660
94,Artista_0,0.007394,0.001109
94,Artista_10,0.012383,0.000842
94,Artista_20,0.012098,0.000989
94,Artista_30,0.011831,0.000771
94,Artista_39,0.011931,0.000854
95,Artista_0,0.006902,0.000900
95,Artista_10,0.011786,0.000854
95,Artista_20,0.011889,0.000775
95,Artista_30,0.012138,0.000758
95,Artista_39,0.012896,0.000903
96,Artista_0,0.006644,0.000751
96,Artista_10,0.011840,0.000936
96,Artista_20,0.012024,0.000748
96,Artista_30,0.011823,0.000837
96,Artista_39,0.011892,0.000822
97,Artista_0,0.006962,0.000805
97,Artista_10,0.011885,0.000763
97,Artista_20,0.011847,0.000881
97,Artista_30,0.012383,0.000837
97,Artista_39,0.012006,0.000761
98,Artista_0,0.006837,0.000782
98,Artista_10,0.012141,0.000814
98,Artista_20,0.011900,0.000640
98,Artista_30,0.011883,0.000782
98,Artista_39,0.011957,0.000810
99,Artista_0,0.006848,0.000660
99,Artista_10,0.011946,0.000798
99,Artista_20,0.011666,0.000847
99,Artista_30,0.011849,0.000748
99,Artista_39,0.011591,0.000728
