instancia,artista,t_lineal,t_binaria
27,Artista_19,0.004468,0.000714
28,Artista_0,0.004482,0.000758
28,Artista_5,0.004731,0.000821
28,Artista_10,0.004754,0.000883
28,Artista_15,0.004528,0.000687
28,Artista_19,0.004303,0.000670
29,Artista_0,0.004352,0.000685
29,Artista_5,0.004435,0.000739
29,Artista_10,0.004689,0.000783
29,Artista_15,0.004759,0.000940
29,Artista_19,0.004541,0.000791
30,Artista_0,0.004664,0.000724
30,Artista_5,0.004646,0.000907
30,Artista_10,0.004582,0.000654
30,Artista_15,0.004380,0.000842
30,Artista_19,0.004312,0.000731
31,Artista_0,0.004836,0.000687
31,Artista_5,0.004612,0.000654
31,Artista_10,0.004550,0.000725
31,Artista_15,0.004493,0.001005
31,Artista_19,0.004282,0.000580
32,Artista_0,0.004666,0.000794
32,Artista_5,0.004678,0.000804
32,Artista_10,0.004672,0.000793
32,Artista_15,0.004578,0.000827
32,Artista_19,0.004484,0.000713
33,Artista_0,0.004852,0.000846
33,Artista_5,0.004794,0.000702
33,Artista_10,0.004400,0.000677
33,Artista_15,0.004528,0.000600
33,Artista_19,0.004529,0.000873
34,Artista_0,0.004789,0.000753
34,Artista_5,0.004717,0.000684
34,Artista_10,0.004637,0.000853
34,Artista_15,0.004625,0.000768
34,Artista_19,0.004518,0.001003
35,Artista_0,0.004705,0.000721
35,Artista_5,0.004831,0.000773
35,Artista_10,0.004463,0.000690
35,Artista_15,0.004559,0.000751
35,Artista_19,0.004503,0.000895
36,Artista_0,0.004609,0.000775
36,Artista_5,0.004579,0.000722
36,Artista_10,0.004799,0.000916
36,Artista_15,0.004761,0.000896
36,Artista_19,0.004839,0.000797
37,Artista_0,0.004759,0.000792
37,Artista_5,0.004933,0.000881
37,Artista_10,0.004520,0.000699
37,Artista_15,0.004600,0.000663
37,Artista_19,0.004587,0.000777
38,Artista_0,0.004751,0.000784
38,Artista_5,0.004708,0.000884
38,Artista_10,0.004678,0.000828
38,Artista_15,0.004651,0.000833
38,Artista_19,0.004584,0.000719
39,Artista_0,0.004836,0.000824
39,Artista_5,0.004903,0.000799
39,Artista_10,0.004411,0.000827
39,Artista_15,0.004323,0.000739
39,Artista_19,0.004349,0.000671
40,Artista_0,0.004764,0.000773
40,Artista_5,0.004627,0.000777
40,Artista_10,0.004462,0.000825
40,Artista_15,0.004530,0.000838
40,Artista_19,0.004560,0.000750
41,Artista_0,0.004755,0.000827
41,Artista_5,0.004943,0.000796
41,Artista_10,0.004480,0.000800
41,Artista_15,0.004505,0.000763
41,Artista_19,0.004598,0.000762
42,Artista_0,0.004779,0.000742
42,Artista_5,0.004777,0.000929
42,Artista_10,0.004384,0.000773
42,Artista_15,0.004523,0.000910
42,Artista_19,0.004354,0.000745
43,Artista_0,0.004759,0.000796
43,Artista_5,0.004713,0.000695
43,Artista_10,0.004560,0.000815
43,Artista_15,0.004515,0.000717
43,Artista_19,0.004285,0.000674
44,Artista_0,0.004628,0.000836
44,Artista_5,0.004434,0.000640
44,Artista_10,0.004693,0.000973
44,Artista_15,0.004605,0.000920
44,Artista_19,0.004458,0.000659
45,Artista_0,0.004688,0.000814
45,Artista_5,0.004822,0.000735
45,Artista_10,0.004404,0.000543
45,Artista_15,0.004184,0.000809
45,Artista_19,0.004391,0.000825
46,Artista_0,0.004687,0.000741
46,Artista_5,0.004708,0.000655
46,Artista_10,0.004633,0.000563
46,Artista_15,0.004286,0.000638
46,Artista_19,0.004647,0.000805
47,Artista_0,0.004728,0.000929
47,Artista_5,0.004780,0.000701
47,Artista_10,0.004741,0.000897
47,Artista_15,0.004640,0.000699
47,Artista_19,0.004253,0.000791
48,Artista_0,0.004628,0.000863
48,Artista_5,0.005099,0.000676
48,Artista_10,0.004520,0.000751
48,Artista_15,0.004533,0.000835
48,Artista_19,0.004360,0.000776
49,Artista_0,0.004242,0.000606
49,Artista_5,0.004504,0.000604
49,Artista_10,0.004810,0.000839
49,Artista_15,0.004669,0.000808
49,Artista_19,0.004462,0.000809
50,Artista_0,0.004348,0.000682
50,Artista_5,0.004654,0.000625
50,Artista_10,0.004618,0.000747
50,Artista_15,0.004703,0.000849
50,Artista_19,0.004595,0.000743
51,Artista_0,0.004701,0.000950
51,Artista_5,0.004867,0.000851
51,Artista_10,0.004528,0.000763
51,Artista_15,0.004469,0.000632
51,Artista_19,0.004116,0.000520
52,Artista_0,0.004682,0.000837
52,Artista_5,0.004537,0.000610
52,Artista_10,0.004567,0.000744
52,Artista_15,0.004808,0.001062
52,Artista_19,0.004368,0.000672
53,Artista_0,0.004707,0.000752
53,Artista_5,0.004573,0.000543
53,Artista_10,0.004557,0.000724
53,Artista_15,0.004223,0.000682
53,Artista_19,0.004541,0.000739
54,Artista_0,0.004797,0.000741
54,Artista_5,0.004770,0.000751
54,Artista_10,0.004435,0.000631
54,Artista_15,0.004633,0.000897
54,Artista_19,0.004545,0.000782
55,Artista_0,0.004790,0.000856
55,Artista_5,0.004780,0.000864
55,Artista_10,0.004541,0.000819
55,Artista_15,0.005015,0.000885
55,Artista_19,0.004476,0.000711
56,Artista_0,0.005089,0.000813
56,Artista_5,0.004676,0.000648
56,Artista_10,0.004409,0.000868
56,Artista_15,0.004631,0.000575
56,Artista_19,0.004848,0.000741
57,Artista_0,0.004890,0.000931
57,Artista_5,0.004948,0.000833
57,Artista_10,0.004396,0.000711
57,Artista_15,0.004527,0.000665
57,Artista_19,0.004298,0.000566
58,Artista_0,0.004808,0.000874
58,Artista_5,0.004669,0.000661
58,Artista_10,0.004577,0.000683
58,Artista_15,0.004564,0.000838
58,Artista_19,0.004463,0.000668
59,Artista_0,0.004796,0.001022
59,Artista_5,0.004415,0.000704
59,Artista_10,0.004734,0.000723
59,Artista_15,0.005034,0.000762
59,Artista_19,0.004837,0.000846
60,Artista_0,0.004617,0.000497
60,Artista_5,0.004508,0.000673
60,Artista_10,0.004674,0.000779
60,Artista_15,0.004733,0.000755
60,Artista_19,0.004674,0.000759
61,Artista_0,0.004849,0.000932
61,Artista_5,0.004652,0.000930
61,Artista_10,0.004404,0.000826
61,Artista_15,0.004533,0.000716
61,Artista_19,0.004671,0.000782
62,Artista_0,0.004872,0.000746
62,Artista_5,0.004559,0.000699
62,Artista_10,0.004234,0.000638
62,Artista_15,0.004872,0.000847
62,Artista_19,0.004667,0.000703
63,Artista_0,0.004572,0.000736
63,Artista_5,0.004496,0.000824
63,Artista_10,0.004509,0.000750
63,Artista_15,0.004535,0.000748
63,Artista_19,0.004351,0.000589
64,Artista_0,0.004887,0.000980
64,Artista_5,0.004474,0.000851
64,Artista_10,0.004761,0.000721
64,Artista_15,0.004419,0.000714
64,Artista_19,0.004692,0.000756
65,Artista_0,0.004493,0.000566
65,Artista_5,0.004330,0.000560
65,Artista_10,0.004469,0.000790
65,Artista_15,0.004670,0.000820
65,Artista_19,0.004639,0.000793
66,Artista_0,0.004488,0.000616
66,Artista_5,0.004540,0.000806
66,Artista_10,0.004388,0.000736
66,Artista_15,0.004711,0.000652
66,Artista_19,0.004684,0.000764
67,Artista_0,0.004670,0.000791
67,Artista_5,0.004353,0.000778
67,Artista_10,0.004553,0.000662
67,Artista_15,0.005023,0.000790
67,Artista_19,0.004609,0.000781
68,Artista_0,0.004706,0.000731
68,Artista_5,0.004320,0.000761
68,Artista_10,0.004466,0.000718
68,Artista_15,0.004646,0.000777
68,Artista_19,0.004549,0.000500
69,Artista_0,0.004787,0.000789
69,Artista_5,0.004553,0.000840
69,Artista_10,0.004386,0.000748
69,Artista_15,0.004380,0.000627
69,Artista_19,0.005031,0.000741
70,Artista_0,0.005062,0.000720
70,Artista_5,0.004687,0.000778
70,Artista_10,0.004343,0.000820
70,Artista_15,0.004447,0.000679
70,Artista_19,0.004582,0.000864
71,Artista_0,0.004383,0.000593
71,Artista_5,0.004659,0.000917
71,Artista_10,0.004460,0.000747
71,Artista_15,0.004702,0.000784
71,Artista_19,0.004695,0.000877
72,Artista_0,0.005011,0.000726
72,Artista_5,0.004647,0.000827
72,Artista_10,0.004571,0.000915
72,Artista_15,0.004715,0.000721
72,Artista_19,0.004390,0.000638
73,Artista_0,0.004705,0.000742
73,Artista_5,0.004595,0.000618
73,Artista_10,0.004271,0.000619
73,Artista_15,0.004625,0.000786
73,Artista_19,0.004422,0.000630
74,Artista_0,0.004923,0.000781
74,Artista_5,0.004693,0.000604
74,Artista_10,0.004298,0.000648
74,Artista_15,0.004561,0.000691
74,Artista_19,0.004443,0.000664
75,Artista_0,0.004680,0.000848
75,Artista_5,0.004702,0.000880
75,Artista_10,0.004325,0.000724
75,Artista_15,0.004560,0.000655
75,Artista_19,0.004569,0.000799
76,Artista_0,0.004498,0.000672
76,Artista_5,0.004397,0.000797
76,Artista_10,0.004724,0.000994
76,Artista_15,0.004526,0.000631
76,Artista_19,0.004650,0.000734
77,Artista_0,0.004688,0.000849
77,Artista_5,0.005005,0.000795
77,Artista_10,0.004609,0.000743
77,Artista_15,0.004674,0.000748
77,Artista_19,0.004536,0.000742
78,Artista_0,0.004673,0.000869
78,Artista_5,0.004407,0.000606
78,Artista_10,0.004675,0.000685
78,Artista_15,0.004441,0.000680
78,Artista_19,0.004672,0.000825
79,Artista_0,0.004675,0.000657
79,Artista_5,0.004632,0.000718
79,Artista_10,0.004344,0.000919
79,Artista_15,0.004550,0.000672
79,Artista_19,0.004760,0.000766
80,Artista_0,0.004635,0.000812
80,Artista_5,0.004550,0.000649
80,Artista_10,0.004504,0.000814
80,Artista_15,0.004608,0.000705
80,Artista_19,0.004600,0.000725
81,Artista_0,0.004529,0.000660
81,Artista_5,0.004663,0.000832
81,Artista_10,0.004444,0.000734
81,Artista_15,0.004557,0.000711
81,Artista_19,0.004451,0.000779
82,Artista_0,0.004518,0.000792
82,Artista_5,0.004653,0.000785
82,Artista_10,0.004522,0.000857
82,Artista_15,0.005007,0.001119
82,Artista_19,0.004674,0.000778
83,Artista_0,0.004652,0.000686
83,Artista_5,0.004739,0.000710
83,Artista_10,0.004790,0.000667
83,Artista_15,0.004389,0.000924
83,Artista_19,0.004629,0.000740
84,Artista_0,0.004666,0.000756
84,Artista_5,0.004903,0.000818
84,Artista_10,0.004774,0.000770
84,Artista_15,0.004332,0.000710
84,Artista_19,0.004532,0.000736
85,Artista_0,0.004708,0.000888
85,Artista_5,0.004750,0.000690
85,Artista_10,0.004495,0.000863
85,Artista_15,0.004447,0.000731
85,Artista_19,0.004244,0.000745
86,Artista_0,0.004725,0.000739
86,Artista_5,0.004669,0.000754
86,Artista_10,0.004496,0.000742
86,Artista_15,0.004428,0.000810
86,Artista_19,0.004309,0.000735
87,Artista_0,0.004642,0.000759
87,Artista_5,0.004872,0.000925
87,Artista_10,0.004475,0.000627
87,Artista_15,0.004350,0.000965
87,Artista_19,0.004190,0.000705
88,Artista_0,0.004757,0.000740
88,Artista_5,0.004596,0.000697
88,Artista_10,0.004604,0.000758
88,Artista_15,0.004334,0.000774
88,Artista_19,0.004305,0.000643
89,Artista_0,0.004657,0.000736
89,Artista_5,0.004962,0.000693
89,Artista_10,0.004626,0.000740
89,Artista_15,0.004285,0.000592
89,Artista_19,0.004672,0.000882
90,Artista_0,0.004665,0.000803
90,Artista_5,0.004843,0.000716
90,Artista_10,0.004749,0.000727
90,Artista_15,0.004991,0.000978
90,Artista_19,0.004396,0.000628
91,Artista_0,0.004723,0.000728
91,Artista_5,0.004778,0.000946
91,Artista_10,0.004519,0.000832
91,Artista_15,0.005012,0.000871
91,Artista_19,0.004350,0.000888
92,Artista_0,0.004314,0.000695
92,Artista_5,0.004344,0.000694
92,Artista_10,0.004792,0.000825
92,Artista_15,0.004734,0.000618
92,Artista_19,0.004789,0.001026
93,Artista_0,0.004452,0.000709
93,Artista_5,0.005132,0.000763
93,Artista_10,0.004865,0.001019
93,Artista_15,0.004274,0.000508
93,Artista_19,0.004224,0.000736
94,Artista_0,0.004465,0.000767
94,Artista_5,0.004828,0.000707
94,Artista_10,0.004333,0.000777
94,Artista_15,0.004727,0.000703
94,Artista_19,0.004430,0.000950
95,Artista_0,0.004549,0.000742
95,Artista_5,0.004715,0.000719
95,Artista_10,0.004864,0.000810
95,Artista_15,0.004803,0.000764
95,Artista_19,0.004539,0.000808
96,Artista_0,0.004721,0.000947
96,Artista_5,0.004408,0.000603
96,Artista_10,0.004696,0.000641
96,Artista_15,0.004545,0.000752
96,Artista_19,0.004315,0.000769
97,Artista_0,0.004393,0.000672
97,Artista_5,0.004710,0.000698
97,Artista_10,0.004712,0.000849
97,Artista_15,0.004563,0.000667
97,Artista_19,0.004816,0.000888
98,Artista_0,0.004442,0.000853
98,Artista_5,0.004506,0.000628
98,Artista_10,0.004619,0.000744
98,Artista_15,0.004750,0.000870
98,Artista_19,0.005204,0.000771
99,Artista_0,0.004682,0.000787
99,Artista_5,0.004824,0.000710
99,Artista_10,0.004623,0.000736
99,Artista_15,0.004556,0.000752
99,Artista_19,0.004624,0.000595
